order_item_id,order_id,product_id,qty,unit_price,discount
71,22,46,5,1304.24,0.1
72,22,57,2,5938.11,0.15
73,23,11,1,31154.71,0
74,23,45,3,12377.23,0.15
75,23,20,2,4954.82,0.15
76,23,58,5,3467.01,0.05
77,24,44,2,31105.57,0.1
78,24,16,4,506.41,0
79,24,32,4,20450.71,0.2
80,24,59,2,1950.32,0.1
81,24,38,5,454.83,0.15
82,25,25,4,356.36,0.15
83,25,55,5,8577.36,0.1
84,26,1,6,35734.2,0
85,26,37,5,1270.04,0.1
86,26,56,2,30869.85,0.1
87,27,41,6,2631.33,0.1
88,27,7,4,1248.51,0.1
89,28,48,2,32039.17,0.2
90,28,27,3,13619.09,0.1
91,28,12,2,423.29,0.15
92,29,10,2,1993.29,0.15
93,30,17,5,2946.19,0.1
94,31,7,4,1246.08,0.2
95,31,44,3,35845.94,0.05
96,31,15,6,3432.8,0.15
97,32,9,1,4371.16,0.1
98,33,9,6,4161.04,0.2
99,33,25,4,395.68,0.05
100,33,30,4,32648.8,0.15
101,33,24,5,12624.13,0.1
102,33,43,1,1175.02,0.05
103,34,44,3,33272.72,0.1
104,35,55,4,8079.93,0.05
105,36,51,3,789.27,0.05
106,37,14,2,10292.59,0.2
107,37,53,1,34530.1,0.05
108,37,56,2,30444.98,0.05
109,37,15,1,3908.61,0
110,37,22,2,6856.91,0.05
111,38,4,4,29104.91,0
112,38,9,4,3952.25,0.1
113,38,48,5,35413.37,0.15
114,39,20,4,5619.73,0.15
115,39,30,6,29008.05,0.15
116,39,42,1,523.47,0.1
117,39,2,5,8781.41,0.05
118,39,4,3,29703.53,0.2
119,40,34,4,27662.13,0
120,40,19,6,14282.07,0.2
121,40,30,6,34050.43,0.15
122,40,33,4,161.84,0.15
123,40,39,3,1554.8,0.15
124,41,43,2,1174.19,0.15
125,41,17,1,2924.39,0
126,41,24,1,12688.52,0.1
127,42,27,3,14595.49,0.15
128,43,7,2,1283.88,0.15
129,43,37,2,1296.0,0.1
130,43,33,5,145.44,0.1
131,44,60,1,14041.35,0.1
132,44,43,3,1094.33,0.05
133,44,54,2,721.55,0.15
134,44,45,1,11795.52,0
135,44,18,1,38744.75,0.05
136,45,24,6,12397.2,0.2
137,45,20,5,4779.26,0
138,46,18,4,38091.99,0.15
139,47,49,1,608.21,0
140,47,33,3,155.23,0.2
141,48,15,4,4165.99,0
142,49,49,3,605.95,0
143,49,17,4,3366.15,0.05
144,50,36,1,1331.43,0
145,50,54,4,639.52,0
146,50,43,3,1147.78,0.2
147,50,52,4,14264.15,0.15
148,50,23,3,467.83,0
149,51,6,1,5764.96,0.2
150,51,28,4,3435.98,0.15
151,51,55,3,9297.28,0.05
152,52,33,3,156.78,0.05
153,52,13,2,3562.07,0.1
154,52,58,2,3109.68,0.05
155,52,50,6,1574.43,0.15
156,52,23,4,536.35,0.2
157,53,10,4,1830.27,0.1
158,53,29,3,1512.62,0.1
159,53,5,5,3742.82,0.15
160,54,5,1,4210.93,0.2
161,54,42,4,479.09,0.2
162,54,56,6,32705.44,0.15
163,55,31,1,426.97,0.1
164,55,33,6,136.52,0.05
165,55,10,1,1754.42,0.15
166,55,4,4,29092.62,0.2
167,55,29,2,1441.54,0.1
168,56,5,5,4265.78,0.1
169,56,22,3,7996.62,0.2
170,56,7,2,1335.95,0.2
171,57,9,3,4045.32,0.1
172,57,39,2,1506.63,0.2
173,57,46,1,1478.69,0.15
174,57,6,5,5917.01,0.1
175,58,13,1,3720.0,0
176,58,15,5,3996.01,0.2
177,58,9,1,4131.97,0.2
178,58,10,2,1890.75,0.05
179,59,3,6,11876.55,0.15
180,59,27,5,12918.53,0.15
181,59,24,2,12965.32,0.1
182,59,44,4,35767.64,0.05
183,60,50,5,1699.39,0.05
184,60,19,2,14720.19,0.05
185,60,25,3,351.9,0.15
186,60,33,3,151.33,0
187,61,49,2,598.63,0.2
188,62,57,4,5113.95,0.2
189,62,23,3,480.76,0
190,62,60,3,14181.19,0.1
191,62,2,1,10160.7,0.1
192,63,45,6,12674.4,0.2
193,63,54,1,772.42,0
194,63,9,3,3756.56,0.05
195,63,49,5,686.97,0.2
196,64,20,1,4948.47,0.2
197,64,8,4,934.05,0.15
198,65,19,1,14176.84,0.05
199,65,28,5,3358.69,0
200,66,56,4,33246.71,0.1
201,66,31,6,359.93,0
202,66,3,3,11886.07,0
203,66,41,5,2679.08,0.1
204,67,54,6,706.32,0.15
205,67,50,6,1613.35,0.05
206,68,3,2,13592.22,0.1
207,68,51,3,837.01,0.2
208,69,23,1,548.28,0.1
209,69,56,3,27802.68,0.1
210,69,50,4,1870.77,0.15
211,70,24,3,13689.3,0.15
212,70,60,1,14834.29,0.05
213,70,52,5,13068.45,0
214,70,34,1,29117.0,0.1
215,71,45,3,12615.36,0.1
216,71,29,5,1639.7,0.1
217,72,33,6,138.91,0
218,72,52,2,14664.43,0.15
219,72,48,1,31995.82,0.05
220,73,37,6,1194.97,0.1
221,73,3,3,12422.83,0
222,73,39,5,1343.59,0.1
223,73,10,4,1780.41,0.1
224,74,34,1,28696.31,0.1
225,74,25,6,384.14,0.2
226,74,59,3,2230.03,0.15
227,74,36,2,1252.8,0
228,75,52,6,15006.37,0.1
229,76,35,2,760.37,0.05
230,76,19,3,13867.79,0
231,76,58,2,3544.52,0.05
232,76,20,4,4714.57,0.2
233,76,55,5,8595.88,0.2
234,77,26,4,531.32,0.15
235,77,46,5,1305.85,0.1
236,77,47,6,1274.74,0.15
237,78,41,4,2554.23,0
238,78,38,1,476.72,0.1
239,78,12,2,414.37,0.05
240,78,50,3,1891.88,0.2
241,78,9,3,4286.76,0.1
242,79,41,5,2570.68,0.2
243,79,20,6,4871.51,0.2
244,80,3,1,13758.31,0.2
245,80,53,3,37381.54,0.2
246,80,56,4,30940.04,0
247,80,2,4,10260.17,0.2
248,80,6,3,6276.36,0.1
249,81,30,1,29341.66,0.15
250,81,5,4,4080.6,0.1
251,81,45,5,11800.34,0.1
252,82,33,3,141.48,0
253,82,36,3,1346.48,0.05
254,82,7,1,1253.53,0.15
255,83,60,3,14071.2,0.05
256,83,37,4,1333.81,0.15
257,83,47,4,1512.02,0.15
258,84,14,3,8781.0,0.1
259,84,38,4,484.66,0.15
260,85,9,3,4217.72,0.1
261,85,57,1,5526.7,0.2
262,85,17,5,2994.06,0.2
263,85,47,3,1274.55,0.2
264,86,7,3,1470.48,0.1
265,86,26,5,577.3,0.05
266,87,3,4,12622.36,0.05
267,87,9,5,4326.46,0.05
268,87,46,3,1564.87,0.1
269,87,22,2,7464.8,0.2
270,87,52,6,14646.97,0.2
271,88,20,3,5428.46,0.15
272,88,31,5,384.51,0
273,88,53,5,36035.04,0.2
274,88,2,5,8939.56,0
275,88,24,5,12820.16,0.2
276,89,3,6,11538.76,0
277,89,37,4,1160.34,0.05
278,90,50,6,1811.77,0.05
279,90,40,5,509.85,0.1
280,90,59,6,2132.78,0.15
281,90,31,3,439.27,0.15
282,90,56,5,29187.27,0.1
283,91,31,3,377.53,0.1
284,91,13,3,4054.79,0.15
285,91,16,3,531.64,0.2
286,91,18,6,35079.32,0
287,91,36,5,1411.53,0.15
288,92,19,6,12615.49,0.15
289,93,13,5,3699.82,0.2
290,93,53,6,34486.98,0
291,94,43,5,1064.51,0.05
292,95,7,1,1519.92,0.05
293,95,44,4,34025.18,0.15
294,95,50,4,1783.8,0.1
295,95,9,3,3815.25,0
296,96,48,2,34128.19,0.05
297,96,47,1,1546.83,0.15
298,96,55,4,8256.06,0.1
299,96,60,1,13498.93,0.2
300,96,3,5,11531.89,0.1
301,97,55,4,8417.08,0
302,97,33,3,138.98,0.15
303,98,48,3,36854.43,0.2
304,99,33,6,136.87,0.05
305,99,21,4,849.22,0.05
306,99,6,1,5787.37,0.05
307,99,26,4,556.7,0.1
308,100,42,2,438.37,0
309,100,24,4,12349.56,0.15
310,100,45,6,12764.13,0.1
311,101,40,4,503.65,0.2
312,101,15,3,3713.45,0.2
313,101,9,4,4212.24,0.05
314,102,29,5,1362.9,0.2
315,102,34,5,28317.11,0.2
316,102,46,2,1333.27,0.2
317,102,24,4,11833.1,0.05
318,102,5,6,4183.35,0
319,103,33,4,151.63,0.2
320,103,27,4,14023.36,0.1
321,104,48,2,35301.11,0
322,105,4,1,27648.5,0.05
323,105,60,2,15896.7,0.15
324,105,58,3,3685.68,0.15
325,105,5,4,4431.31,0.15
326,105,31,4,365.33,0.2
327,106,35,5,670.8,0.05
328,106,26,1,556.97,0.1
329,107,25,3,360.32,0.05
330,107,53,6,38253.77,0
331,107,15,6,3716.16,0
332,107,16,2,500.87,0
333,107,30,5,28512.91,0.2
334,108,26,4,498.91,0.05
335,109,53,6,36809.35,0.2
336,109,59,5,2265.47,0.1
337,110,20,5,5655.47,0.05
338,110,18,6,38222.36,0.2
339,110,4,4,26184.71,0.1
340,110,36,6,1410.01,0.2
341,111,20,2,5517.33,0.15
342,111,25,2,417.11,0.1
343,112,27,2,12833.26,0.1
344,112,36,6,1240.32,0.15
345,112,34,3,27619.43,0.05
346,112,9,1,3800.98,0.2
347,112,25,5,350.87,0
348,113,14,3,10636.54,0
349,113,56,2,32967.82,0
350,113,59,6,2367.87,0.15
351,113,22,2,7951.43,0.05
352,114,25,6,377.02,0.1
353,114,30,3,31702.9,0.15
354,114,35,4,666.4,0.15
355,115,27,2,14218.45,0
356,115,3,3,12712.29,0.2
357,115,37,5,1263.65,0.1
358,116,37,5,1247.02,0.1
359,116,54,3,751.07,0.15
360,116,16,6,549.84,0.15
361,116,32,4,17540.74,0.1
362,117,59,5,2363.7,0
363,117,57,5,5090.85,0
364,118,54,2,646.89,0.05
365,118,41,1,2401.53,0.15
366,119,2,4,8508.92,0.2
367,119,1,6,32155.52,0.1
368,119,35,1,728.25,0.15
369,119,36,2,1248.33,0
370,120,34,4,27533.91,0.15
371,120,17,4,3243.54,0.05
372,120,53,3,37632.56,0
373,120,23,6,561.77,0
374,120,18,1,36101.59,0.15
375,121,6,4,6280.21,0.1
376,121,32,5,20752.92,0
377,122,31,6,436.64,0.2
378,122,18,5,38062.29,0.05
379,122,3,3,11289.35,0.05
380,122,60,5,13926.55,0.15
381,122,5,1,3937.64,0.2
382,123,49,6,658.37,0.2
383,123,48,6,38196.46,0
384,123,9,1,3942.83,0
385,123,51,3,852.78,0.2
386,124,51,2,808.98,0.15
387,124,29,4,1385.88,0.2
388,124,32,6,18381.76,0.2
389,125,18,2,35905.56,0.05
390,126,6,1,6662.61,0.15
391,127,12,4,441.32,0.2
392,128,23,5,465.46,0.2
393,129,25,5,421.68,0.05
394,129,50,5,1736.68,0.15
395,129,6,2,5630.92,0.1
396,129,47,3,1398.24,0
397,130,31,3,379.79,0.05
398,130,51,6,856.27,0.2
399,130,5,5,3847.86,0
400,131,54,3,702.66,0.15
401,131,40,6,597.57,0.05
402,131,25,3,373.86,0.05
403,132,19,6,13816.06,0.2
404,132,48,2,33455.56,0.1
405,132,45,4,12394.82,0.2
406,133,2,4,10077.87,0
407,133,47,4,1451.26,0.05
408,133,30,6,30305.17,0.1
409,133,46,6,1330.13,0.15
410,133,14,4,8832.69,0.2
411,134,3,5,12819.5,0
412,134,51,1,881.55,0.1
413,134,24,2,13271.54,0
414,134,45,5,14056.22,0.15
415,134,58,3,3666.6,0.15
416,135,33,5,151.44,0.2
417,135,48,2,34332.12,0.15
418,136,2,3,9315.77,0
419,136,31,1,428.69,0.05
420,136,7,3,1329.69,0.15
421,137,7,4,1331.74,0.1
422,137,29,1,1580.97,0
423,137,47,1,1503.21,0
424,137,45,6,13563.22,0.05
425,138,36,2,1446.23,0.05
426,138,28,2,3519.84,0.15
427,138,30,4,28483.73,0.2
428,139,1,6,35950.37,0
429,139,46,5,1314.31,0.2
430,139,14,2,9428.82,0.05
431,139,18,4,33842.38,0.15
432,140,26,4,541.52,0.1
433,140,38,5,483.93,0.05
434,140,8,3,945.97,0.1
435,140,23,1,475.11,0.05
436,140,55,5,8632.26,0.2
437,141,32,5,19625.82,0.05
438,141,41,5,2373.66,0.1
439,142,4,2,27088.1,0.15
440,142,56,5,30223.95,0.15
441,142,23,4,528.87,0.15
442,142,1,6,36171.83,0.15
443,142,32,2,17201.05,0
444,143,15,2,4003.87,0.2
445,143,35,6,769.68,0.15
446,143,19,5,13873.76,0.2
447,144,53,5,34082.13,0.15
448,144,49,1,659.94,0.05
449,144,3,3,13563.16,0
450,144,47,4,1330.35,0
451,144,29,4,1598.19,0
452,145,41,2,2721.18,0
453,145,28,5,3311.36,0.1
454,145,11,5,34728.35,0.1
455,145,40,6,519.6,0.2
456,145,9,3,4376.32,0.2
457,146,18,6,33942.68,0.05
458,147,49,6,614.5,0.05
459,147,54,5,731.45,0.15
460,148,33,3,148.19,0.15
461,148,48,3,35327.75,0
462,148,18,6,40497.67,0.1
463,148,45,1,13551.48,0.15
464,149,21,3,890.76,0.05
465,149,54,5,764.41,0.1
466,149,19,6,14606.52,0
467,150,60,2,14868.13,0
468,151,11,3,31498.08,0.1
469,151,56,3,27535.39,0.05
470,151,60,1,14725.69,0.1
471,152,46,1,1283.9,0.15
472,153,44,1,36351.84,0.15
473,153,29,6,1369.14,0
474,153,1,2,32925.37,0
475,153,45,1,12256.07,0.1
476,153,22,2,7448.35,0.05
477,154,37,4,1169.87,0.05
478,154,1,6,35520.7,0.15
479,154,40,5,564.66,0.05
480,154,42,1,523.2,0.05
481,154,11,1,35096.79,0.15
482,155,18,1,34883.2,0.2
483,155,42,5,505.37,0.1
484,156,34,5,28231.18,0.15
485,156,39,3,1499.3,0.05
486,157,41,1,2814.34,0.1
487,157,39,2,1419.88,0.2
488,157,5,4,3994.89,0.05
489,157,34,4,33101.94,0
490,158,14,1,10619.5,0.15
491,158,3,5,12006.12,0.2
492,158,60,4,14812.0,0.15
493,159,6,2,6702.84,0.05
494,159,20,5,5045.83,0.2
495,159,33,6,157.91,0
496,160,16,1,581.64,0
497,161,43,1,1013.85,0.05
498,161,48,6,31155.9,0.15
499,161,12,3,448.28,0.1
500,162,50,1,1668.94,0.15
501,163,41,3,2313.78,0.2
502,163,5,2,3996.86,0.1
503,163,32,1,20423.16,0
504,163,30,2,33220.3,0
505,163,33,1,160.91,0
506,164,59,1,2166.38,0.15
507,164,10,2,1783.3,0.15
508,164,12,6,429.21,0
509,164,60,5,14651.1,0.2
510,165,3,3,13295.11,0.1
511,165,26,3,482.45,0.15
512,165,5,1,3997.92,0.1
513,165,57,5,5982.96,0.2
514,165,30,2,31377.47,0.2
515,166,1,4,30372.97,0.2
516,166,60,3,15485.05,0
517,167,7,2,1361.15,0
518,167,14,2,10135.32,0
519,167,34,1,32890.92,0.2
520,168,38,1,475.46,0.15
521,169,43,3,1213.22,0.15
522,169,9,6,4274.96,0.1
523,169,16,3,528.6,0.05
524,169,19,1,15134.86,0.05
525,170,11,4,34201.03,0.15
526,171,20,1,4785.28,0.1
527,171,30,6,32928.07,0
528,171,17,2,3426.04,0.1
529,171,55,2,8079.08,0.05
530,172,17,1,3504.3,0.15
531,172,53,5,38120.97,0.05
532,172,12,1,442.56,0.05
533,173,13,4,3782.56,0
534,173,53,5,36885.69,0
535,174,6,3,5609.99,0.15
536,174,58,1,3105.8,0.2
537,175,44,2,35797.69,0.1
538,175,28,3,3379.88,0.05
539,175,12,1,456.84,0.2
540,175,23,2,524.86,0.15
541,176,18,4,34022.93,0.05
542,177,51,5,883.74,0.1
543,177,46,5,1435.31,0.15
544,177,23,3,474.76,0.1
545,177,31,5,377.03,0.1
546,178,15,2,3594.61,0
547,178,11,2,34996.12,0.15
548,178,7,3,1511.37,0.05
549,178,16,2,504.3,0.1
550,178,43,6,1176.76,0.2
551,179,37,4,1218.42,0.05
552,179,10,4,1672.59,0
553,179,13,2,3970.31,0
554,179,54,5,708.32,0.1
555,179,52,5,12802.98,0.05
556,180,10,5,1932.66,0.05
557,181,24,6,14070.82,0.15
558,182,9,4,4241.26,0.15
559,182,11,6,33122.13,0.2
560,182,47,6,1515.12,0.2
561,183,20,2,4881.51,0
562,183,47,6,1532.55,0.15
563,183,45,5,11501.45,0.2
564,183,19,3,15069.24,0.2
565,184,10,2,1793.06,0.1
566,184,22,2,7855.86,0
567,184,48,6,35971.65,0.1
568,184,5,4,3688.47,0.05
569,185,51,1,754.94,0.15
570,185,7,6,1361.1,0.05
571,185,47,4,1398.23,0.15
572,186,51,6,786.11,0.15
573,186,56,1,32090.96,0
574,186,37,3,1085.68,0.1
575,186,42,1,439.6,0.05
576,187,58,4,3482.97,0.15
577,187,6,6,5664.48,0.15
578,187,22,2,6919.13,0.1
579,187,39,2,1599.8,0.15
580,187,40,6,549.51,0.2
581,188,7,4,1405.44,0.15
582,188,4,2,26231.15,0
583,189,7,2,1288.58,0.1
584,189,2,1,9430.76,0
585,190,6,4,5689.99,0.15
586,190,42,3,451.02,0
587,190,35,3,718.67,0.1
588,191,49,6,575.32,0.1
589,191,45,5,12526.35,0.2
590,192,27,4,13738.34,0.05
591,192,35,4,697.08,0.15
592,192,44,6,29735.24,0.2
593,192,56,5,32098.95,0.2
594,192,60,2,13850.77,0.15
595,193,3,1,13863.46,0.15
596,193,28,2,3776.64,0.05
597,194,25,5,380.14,0.1
598,195,38,4,439.89,0.2
599,195,34,5,30737.33,0
600,195,51,1,845.32,0
601,195,27,3,14578.02,0.1
602,195,8,4,977.65,0.15
603,196,18,2,37753.14,0.15
604,196,26,1,516.87,0.1
605,197,58,3,3562.32,0.1
606,197,24,3,12277.86,0.15
607,197,2,6,9852.59,0.05
608,198,18,5,37964.93,0.05
609,198,47,4,1315.19,0.15
610,198,27,6,13486.93,0.2
611,199,20,6,5244.33,0.05
612,200,13,2,4162.88,0.05
613,200,57,1,5593.1,0.1
614,201,33,1,155.32,0.05
615,201,26,3,527.22,0.15
616,201,41,2,2800.18,0.15
617,201,60,5,15216.91,0.1
618,202,2,2,10189.94,0.05
619,202,25,2,400.59,0.05
620,202,4,3,29869.7,0.2
621,203,42,5,513.47,0.05
622,203,12,3,456.3,0.1
623,204,58,4,3164.86,0.15
624,204,25,3,403.02,0.2
625,204,55,4,8997.07,0
626,204,23,5,562.6,0.1
627,205,44,1,31827.97,0.1
628,205,7,6,1333.55,0.1
629,205,31,3,413.91,0.1
630,206,52,5,13385.78,0.1
631,207,19,4,13516.68,0
632,207,17,5,3339.91,0.2
633,207,59,2,2071.79,0.05
634,207,27,6,13629.87,0.15
635,208,54,5,663.85,0
636,208,43,4,1041.27,0.1
637,209,15,3,3560.23,0.1
638,210,19,1,14910.0,0.2
639,210,30,5,34575.0,0
640,210,55,4,9564.56,0.2
641,210,8,1,1108.33,0.15
642,210,31,5,383.73,0
643,211,37,2,1161.02,0.05
644,211,58,1,3330.47,0.05
645,211,59,3,2203.2,0
646,211,30,4,30110.11,0.05
647,212,40,6,535.25,0.15
648,212,28,4,3334.76,0
649,213,58,3,3519.76,0.2
650,214,15,3,3630.88,0
651,214,45,4,12766.32,0.1
652,215,30,5,31778.12,0.15
653,215,47,6,1546.33,0.1
654,215,34,4,29316.27,0.05
655,216,47,2,1469.28,0.2
656,216,9,5,3717.3,0.1
657,217,50,1,1763.19,0
658,217,35,6,667.85,0
659,217,40,1,565.03,0.15
660,218,45,6,11439.47,0.15
661,218,10,6,1697.17,0.2
662,218,14,3,9953.81,0.05
663,218,44,4,35258.81,0
664,219,51,1,833.91,0.2
665,220,46,2,1295.48,0.15
666,220,27,2,14067.33,0.15
667,220,19,3,13068.57,0
668,221,6,5,5549.07,0
669,221,50,3,1781.54,0.15
670,222,53,2,39082.46,0.1
671,223,7,1,1241.6,0.05
672,224,58,3,3605.27,0
673,224,29,3,1582.47,0.05
674,224,40,1,531.97,0.15
675,225,42,1,445.53,0
676,225,57,2,5173.91,0.2
677,225,52,4,14530.96,0.15
678,225,11,2,35254.52,0.1
679,226,59,4,2115.78,0
680,226,32,3,19473.14,0
681,226,8,6,1108.51,0.2
682,226,57,6,5735.94,0.2
683,227,43,3,1168.7,0.15
684,227,47,2,1500.22,0.2
685,227,16,5,483.84,0.05
686,227,31,5,430.17,0.15
687,228,22,1,7648.05,0.2
688,228,18,6,35894.99,0.05
689,229,55,4,8741.33,0
690,230,27,1,14362.4,0.2
691,230,3,6,12054.05,0.2
692,230,36,5,1276.93,0.15
693,230,1,3,32785.18,0
694,231,46,1,1512.9,0.05
695,231,29,1,1434.5,0.1
696,231,8,5,1033.5,0
697,232,7,2,1273.98,0.15
698,232,17,2,3170.82,0.05
699,232,40,6,524.79,0.15
700,232,13,1,4236.24,0.2
701,233,1,5,36849.91,0.2
702,233,34,4,32910.61,0.05
703,233,48,6,35302.88,0.05
704,233,4,1,28259.81,0.2
705,234,39,2,1385.21,0.1
706,234,59,3,2121.27,0.05
707,234,45,2,12523.02,0.2
708,234,49,3,674.11,0.2
709,235,14,6,9275.18,0.1
710,235,40,6,501.31,0.05
711,236,49,3,636.94,0.2
712,237,19,1,13908.51,0
713,237,57,4,5223.36,0
714,237,55,2,8406.18,0.05
715,237,28,3,3550.73,0.05
716,237,52,1,14209.78,0.1
717,238,7,6,1402.56,0.05
718,238,40,6,560.15,0.15
719,238,56,2,30258.8,0.1
720,238,44,6,34105.69,0.15
721,239,4,5,31193.68,0.15
722,239,1,2,36680.62,0.1
723,239,48,5,35069.37,0.2
724,239,17,2,3385.77,0.05
725,239,13,3,3845.23,0
726,240,3,3,11592.14,0.2
727,240,28,3,3062.93,0.15
728,240,18,6,40228.92,0
729,240,36,2,1483.73,0.2
730,241,51,1,884.2,0.1
731,241,37,5,1136.51,0.05
732,241,36,5,1237.2,0.2
733,241,23,2,500.07,0.2
734,242,43,3,1096.65,0.05
735,242,22,5,7685.94,0.2
736,243,29,6,1519.59,0.2
737,243,16,2,585.49,0.1
738,243,58,4,3631.6,0
739,244,59,5,2287.83,0.1
740,245,19,6,12946.2,0.2
741,246,14,6,9967.53,0.05
742,247,54,4,733.57,0
743,247,45,6,13257.03,0
744,247,57,4,5902.58,0
745,247,48,1,31608.45,0.05
746,247,50,3,1750.14,0.2
747,248,41,1,2493.31,0
748,248,26,5,473.49,0.2
749,248,28,1,3602.96,0.2
750,248,21,1,919.27,0
751,249,39,4,1418.22,0
752,249,6,4,5653.35,0.05
753,249,19,2,14561.35,0.2
754,250,1,5,31207.74,0
755,250,36,1,1381.76,0.15
756,250,56,5,30491.44,0
757,251,27,6,14532.39,0.05
758,251,58,2,3117.05,0.2
759,252,55,4,9109.08,0
760,252,4,3,29992.18,0.1
761,252,49,1,588.65,0.2
762,252,60,4,16485.28,0.1
763,252,36,2,1410.0,0.05
764,253,21,4,850.1,0.1
765,253,32,6,19192.04,0.2
766,254,1,2,35786.42,0.15
767,254,21,3,945.12,0.05
768,255,23,5,467.15,0.2
769,255,50,1,1853.41,0.05
770,255,20,5,4902.16,0
771,255,32,6,17172.18,0
772,256,14,5,10507.77,0.2
773,256,59,4,2211.96,0.05
774,256,3,3,12286.69,0.2
775,256,36,6,1463.25,0.05
776,256,17,4,3200.51,0
777,257,55,5,9182.56,0.2
778,257,52,2,13506.93,0.05
779,258,23,4,480.33,0.1
780,258,3,3,11867.26,0.05
781,258,15,5,4104.93,0.1
782,258,49,4,624.69,0.15
783,259,46,5,1474.93,0.1
784,260,42,6,523.37,0
785,260,25,5,368.21,0.05
786,260,24,5,12617.97,0.1
787,260,38,4,504.17,0.2
788,261,15,5,3894.62,0.05
789,261,5,2,3840.38,0.1
790,262,52,4,14165.59,0.15
791,262,22,2,7782.88,0.15
792,262,47,1,1324.71,0.05
793,262,8,5,1048.74,0.05
794,263,11,3,37510.8,0.2
795,264,6,5,6726.52,0.15
796,264,14,2,9129.7,0.15
797,264,29,5,1372.43,0.2
798,265,47,3,1524.78,0.2
799,265,44,5,29971.98,0.15
800,266,34,5,31384.12,0.05
801,266,56,5,27623.6,0.15
802,267,31,6,369.55,0.2
803,268,27,5,13328.82,0.15
804,268,24,4,12468.03,0.2
805,268,56,1,29715.82,0.1
806,268,3,4,13274.81,0
807,268,45,3,13021.35,0.2
808,269,37,5,1110.54,0
809,270,24,6,13104.51,0.1
810,270,7,5,1362.24,0.1
811,270,10,5,1765.27,0.15
812,270,28,2,3356.28,0.2
813,271,20,6,5124.53,0.05
814,271,37,6,1110.86,0.05
815,271,23,4,539.42,0.05
816,272,52,6,14192.44,0
817,272,36,2,1329.15,0
818,272,40,1,580.3,0.15
819,273,15,5,3412.54,0.15
820,273,24,4,13182.01,0.2
821,273,6,3,6365.78,0.2
822,274,1,5,32235.58,0
823,274,13,5,3895.75,0.05
824,274,55,5,8224.74,0
825,274,43,3,1067.74,0
826,275,43,2,1133.98,0
827,275,26,1,533.98,0.2
828,275,38,5,459.73,0.1
829,276,37,4,1209.29,0.2
830,276,1,1,33778.87,0.1
831,276,17,1,3403.82,0.1
832,276,12,5,475.53,0.2
833,277,31,4,416.06,0.2
834,277,50,1,1722.44,0.1
835,277,16,1,520.72,0.05
836,277,49,6,655.33,0.1
837,277,22,4,8369.16,0.2
838,278,19,4,14348.45,0.1
839,278,6,1,6164.28,0.05
840,279,18,2,36828.39,0.05
841,279,12,2,468.23,0.1
842,279,48,2,32748.71,0.05
843,279,44,5,31964.99,0
844,279,60,1,16385.92,0.15
845,280,24,5,13872.56,0.15
846,280,40,2,598.73,0.2
847,280,21,3,863.01,0.2
848,280,32,2,17087.81,0.15
849,281,56,4,33217.9,0.2
850,281,44,4,31684.79,0
