order_id,customer_id,order_date,channel,region
317,84,2025-10-25,Partner,North
318,57,2025-09-19,Retail,East
319,103,2025-10-24,Retail,North
320,64,2025-06-14,Online,West
321,158,2025-09-24,Partner,North
322,4,2025-08-04,Partner,South
323,187,2025-04-23,Partner,South
324,170,2026-01-13,Retail,South
325,131,2026-02-08,Online,West
326,191,2025-05-01,Online,West
327,143,2025-07-03,Online,North
328,62,2025-11-30,Online,East
329,80,2026-01-28,Partner,North
330,106,2025-09-08,Retail,East
331,60,2025-06-08,Partner,South
332,122,2025-04-21,Online,North
333,194,2025-05-25,Online,North
334,191,2025-11-29,Partner,South
335,119,2025-05-06,Retail,West
336,152,2026-02-09,Online,East
337,184,2025-04-14,Online,South
338,42,2025-04-25,Online,South
339,140,2025-02-12,Partner,East
340,2,2025-06-15,Partner,West
341,42,2026-01-20,Retail,North
342,32,2026-01-31,Retail,West
343,158,2025-11-25,Retail,East
344,12,2025-07-30,Retail,North
345,18,2025-07-17,Retail,West
346,186,2025-11-28,Partner,South
347,124,2025-04-30,Partner,East
348,8,2025-08-02,Retail,North
349,29,2025-08-20,Online,North
350,129,2025-04-29,Online,West
351,30,2025-02-12,Retail,South
352,172,2025-04-11,Retail,North
353,90,2025-11-18,Retail,West
354,139,2025-09-25,Online,North
355,14,2025-03-26,Retail,East
356,51,2026-02-10,Partner,South
357,67,2025-08-15,Retail,North
358,73,2025-08-07,Partner,North
359,178,2025-12-09,Retail,East
360,18,2025-12-13,Online,East
361,137,2025-07-09,Retail,East
362,23,2025-12-05,Online,East
363,92,2025-04-07,Retail,South
364,112,2025-11-16,Online,North
365,169,2025-09-21,Online,South
366,131,2025-09-15,Partner,East
367,146,2025-10-15,Partner,West
368,37,2025-11-06,Retail,East
369,147,2025-07-29,Retail,West
370,44,2025-11-30,Online,West
371,95,2025-05-10,Retail,North
372,186,2026-01-02,Online,North
373,112,2025-02-16,Retail,East
374,119,2026-01-21,Partner,North
375,65,2025-05-19,Online,South
376,164,2025-09-30,Retail,East
377,46,2025-09-23,Online,East
378,56,2025-12-21,Partner,South
379,39,2026-02-03,Retail,East
380,15,2025-12-30,Partner,South
381,77,2026-02-01,Retail,South
382,126,2025-08-28,Online,West
383,39,2025-12-03,Online,South
384,121,2025-12-23,Online,North
385,152,2025-03-14,Online,South
386,196,2025-03-05,Partner,North
387,11,2025-04-19,Online,East
388,73,2025-09-11,Partner,East
389,157,2026-01-30,Online,North
390,130,2025-06-02,Retail,North
391,54,2025-09-20,Retail,West
392,192,2026-01-22,Retail,North
393,52,2025-08-21,Online,South
394,52,2025-07-31,Online,South
395,126,2025-05-31,Partner,East
396,11,2025-10-08,Partner,South
397,62,2026-01-07,Online,South
398,161,2025-10-05,Partner,South
399,76,2025-09-16,Retail,North
400,132,2026-01-21,Retail,South
401,94,2025-08-16,Online,South
402,14,2025-03-14,Retail,West
403,23,2025-03-23,Retail,North
404,76,2025-09-11,Partner,North
405,125,2025-12-10,Partner,East
406,42,2026-02-09,Partner,West
407,82,2025-12-01,Online,East
408,78,2025-04-13,Online,East
409,187,2025-09-24,Retail,South
410,150,2025-11-06,Online,West
411,82,2025-12-15,Partner,South
412,23,2025-05-31,Partner,East
413,86,2025-03-15,Partner,East
414,107,2025-05-10,Partner,East
415,164,2026-01-01,Retail,South
416,149,2025-10-14,Partner,East
417,38,2025-07-23,Retail,North
418,50,2025-12-28,Online,South
419,106,2025-08-03,Online,South
420,137,2026-02-09,Partner,South
421,45,2026-02-08,Retail,South
422,177,2025-06-06,Retail,North
423,194,2025-09-18,Online,North
424,121,2025-04-11,Retail,South
425,32,2025-12-15,Online,North
426,129,2025-12-20,Online,South
427,56,2025-05-19,Retail,North
428,105,2025-04-08,Retail,South
429,176,2025-09-25,Online,East
430,102,2025-09-22,Partner,South
431,27,2025-05-07,Online,West
432,186,2025-10-23,Retail,West
433,8,2025-04-01,Partner,South
434,98,2025-12-16,Partner,West
435,120,2025-05-24,Retail,East
436,46,2025-11-22,Partner,West
437,173,2025-10-19,Partner,East
438,12,2025-04-16,Retail,West
439,30,2025-08-01,Online,South
440,26,2026-01-29,Partner,North
441,138,2025-05-30,Retail,West
442,160,2025-03-29,Partner,South
443,132,2025-09-30,Partner,North
444,148,2025-10-23,Online,East
445,38,2025-06-13,Online,West
446,50,2025-02-24,Online,West
447,15,2025-03-24,Retail,West
448,102,2025-04-22,Online,South
449,56,2025-04-24,Online,North
450,180,2025-04-08,Retail,East
451,65,2025-11-19,Retail,West
452,77,2025-05-28,Online,East
453,184,2025-09-14,Online,North
454,162,2025-09-25,Partner,North
455,148,2025-03-24,Online,North
456,116,2025-10-12,Partner,North
457,58,2025-02-20,Online,North
458,13,2025-09-03,Partner,East
459,34,2025-09-18,Online,North
460,95,2025-12-05,Partner,East
461,178,2025-09-01,Partner,North
462,182,2025-03-05,Online,West
463,67,2025-04-10,Retail,South
464,157,2025-06-25,Partner,West
465,67,2025-05-04,Partner,East
466,47,2025-05-07,Partner,West
467,83,2025-04-29,Online,South
468,34,2025-05-29,Online,West
469,23,2025-02-20,Online,North
470,132,2025-05-23,Retail,East
471,174,2025-06-04,Partner,North
472,13,2025-11-19,Online,South
473,81,2025-12-07,Partner,East
474,4,2025-05-08,Partner,East
475,4,2025-05-18,Online,South
476,49,2025-03-26,Retail,East
477,121,2025-02-20,Retail,North
478,107,2025-10-21,Partner,West
479,186,2025-12-20,Partner,East
480,166,2025-09-11,Retail,South
481,155,2026-01-12,Retail,North
482,171,2025-10-15,Online,North
483,143,2025-03-06,Online,West
484,31,2025-11-24,Online,East
485,113,2025-10-02,Online,South
486,40,2026-01-07,Retail,West
487,88,2025-07-06,Partner,North
488,93,2025-12-29,Partner,North
489,118,2025-11-01,Partner,West
490,18,2025-03-25,Retail,West
491,89,2025-02-14,Retail,North
492,86,2025-08-28,Partner,North
493,67,2025-12-28,Partner,West
494,77,2025-11-30,Partner,South
495,134,2025-06-16,Online,West
496,144,2025-11-02,Retail,West
497,122,2025-02-26,Partner,North
498,151,2025-09-13,Online,West
499,145,2025-09-29,Retail,East
500,60,2025-08-31,Retail,South
501,139,2025-12-02,Online,North
502,156,2025-07-24,Retail,South
503,47,2025-06-20,Online,North
504,37,2025-09-09,Retail,West
505,142,2025-09-06,Online,East
506,69,2025-11-20,Partner,South
507,163,2025-10-24,Online,North
508,75,2026-01-10,Online,South
509,175,2025-08-23,Retail,North
510,163,2025-06-23,Partner,East
511,122,2025-02-12,Online,North
512,154,2025-08-12,Retail,North
513,114,2025-02-14,Online,South
514,10,2025-07-03,Retail,North
515,146,2025-10-24,Retail,North
516,178,2026-01-23,Partner,West
517,13,2025-07-02,Retail,East
518,64,2025-05-21,Online,West
519,62,2025-08-03,Online,West
520,15,2025-07-14,Partner,East
521,76,2025-08-24,Retail,South
522,50,2025-04-06,Online,South
523,150,2025-09-21,Partner,West
524,15,2025-06-11,Partner,South
525,77,2025-09-12,Retail,North
526,164,2025-06-04,Partner,North
527,8,2025-11-21,Online,North
528,68,2025-05-10,Retail,North
529,98,2026-01-11,Online,West
530,160,2025-09-20,Partner,South
531,137,2025-08-22,Partner,West
532,64,2025-03-09,Partner,West
533,170,2025-12-21,Online,North
534,167,2025-02-28,Online,North
535,41,2025-08-20,Retail,South
536,132,2025-12-25,Retail,East
537,132,2025-11-16,Partner,South
538,191,2026-01-25,Retail,North
539,59,2025-05-28,Retail,North
540,33,2025-07-16,Partner,South
541,40,2025-07-29,Partner,East
542,46,2025-02-26,Partner,East
543,73,2025-05-26,Online,West
544,111,2026-02-08,Partner,East
545,52,2025-02-13,Online,East
546,135,2025-07-28,Partner,East
547,188,2025-09-19,Retail,East
548,71,2025-12-28,Partner,West
549,127,2025-09-08,Partner,South
550,7,2025-03-19,Partner,East
551,141,2026-01-12,Online,East
552,76,2025-04-14,Partner,East
553,183,2025-02-27,Partner,North
554,96,2025-06-12,Online,South
555,50,2026-01-24,Partner,South
556,84,2025-07-25,Partner,North
557,167,2025-12-26,Retail,South
558,128,2025-04-03,Partner,North
559,5,2025-12-18,Partner,East
560,36,2025-08-20,Retail,West
561,190,2025-07-28,Online,West
562,88,2025-06-14,Online,South
563,114,2025-12-29,Online,South
564,43,2025-05-22,Online,East
565,21,2025-08-13,Retail,East
566,6,2025-08-24,Retail,South
567,124,2025-03-18,Retail,North
568,19,2025-09-07,Online,South
569,123,2025-02-27,Retail,South
570,170,2025-05-03,Online,South
571,181,2025-12-07,Online,North
572,37,2025-06-27,Partner,North
573,181,2025-04-19,Online,East
574,195,2025-05-19,Retail,East
575,3,2025-03-13,Retail,South
576,171,2025-09-02,Retail,South
577,72,2026-02-03,Online,West
578,60,2025-12-17,Retail,East
579,78,2026-01-20,Partner,East
580,193,2026-01-13,Partner,South
581,99,2025-07-03,Online,West
582,184,2025-08-24,Partner,East
583,49,2025-04-10,Partner,West
584,49,2025-08-27,Retail,West
585,81,2025-04-25,Retail,North
586,127,2025-07-09,Partner,East
587,188,2025-06-05,Partner,South
588,109,2026-01-23,Retail,West
589,118,2026-01-11,Online,North
590,97,2025-09-16,Partner,North
591,14,2025-04-11,Partner,West
592,71,2025-12-30,Partner,East
593,152,2025-05-13,Retail,East
594,150,2025-11-12,Partner,South
595,115,2025-07-20,Online,South
596,22,2025-04-14,Partner,West
597,36,2025-12-02,Retail,West
598,187,2025-12-25,Retail,South
599,155,2025-05-04,Retail,North
600,17,2025-07-28,Partner,South
601,32,2025-05-10,Partner,West
602,123,2025-12-10,Online,West
603,37,2025-08-22,Partner,West
604,182,2025-06-17,Partner,East
605,24,2025-12-31,Online,South
606,109,2026-01-22,Partner,North
607,176,2025-12-18,Online,East
608,132,2025-08-09,Online,East
609,101,2025-06-01,Retail,South
610,111,2025-10-19,Online,South
611,42,2025-04-22,Retail,East
612,73,2025-03-02,Online,East
613,193,2025-09-02,Partner,East
614,14,2026-01-23,Retail,East
615,122,2026-02-06,Online,North
616,71,2025-05-19,Online,East
617,98,2025-09-06,Partner,West
618,29,2025-06-27,Retail,West
619,156,2025-04-02,Retail,North
620,191,2025-12-08,Partner,West
621,31,2025-03-03,Partner,North
622,195,2025-05-24,Partner,North
623,195,2025-11-23,Retail,West
624,12,2025-11-26,Online,North
625,1,2025-05-02,Partner,North
626,164,2025-04-26,Retail,North
627,84,2025-03-24,Partner,West
628,57,2025-07-03,Online,West
629,28,2026-01-28,Retail,West
630,48,2025-05-11,Online,East
631,18,2025-04-24,Online,East
632,155,2025-04-02,Retail,East
633,34,2025-06-17,Online,West
634,182,2025-03-25,Online,North
635,27,2025-11-15,Retail,South
636,58,2025-04-03,Retail,West
637,12,2025-12-16,Online,North
638,183,2025-03-21,Online,North
639,187,2025-07-02,Online,South
640,36,2026-01-10,Online,East
641,1,2025-05-25,Online,West
642,188,2025-02-23,Partner,East
643,63,2025-03-21,Online,East
644,106,2025-08-01,Retail,South
645,142,2026-02-09,Retail,West
646,191,2025-05-29,Retail,South
647,123,2025-07-20,Partner,East
648,139,2025-04-05,Online,North
649,193,2025-07-04,Retail,North
650,7,2025-12-07,Retail,East
651,167,2025-11-04,Retail,East
652,62,2025-05-27,Partner,South
653,141,2025-03-26,Retail,South
654,196,2025-09-24,Partner,North
655,103,2025-09-07,Partner,North
656,3,2025-04-30,Online,West
657,102,2025-09-19,Online,East
658,38,2026-01-03,Online,West
659,77,2026-02-09,Retail,East
660,100,2025-02-15,Partner,North
661,83,2026-01-16,Partner,West
662,82,2025-04-09,Partner,East
663,108,2026-02-01,Partner,North
664,139,2025-09-16,Partner,West
665,46,2025-11-20,Partner,North
666,140,2025-04-02,Partner,East
667,130,2025-07-05,Retail,West
668,190,2025-12-14,Retail,West
669,14,2025-12-02,Retail,North
670,142,2025-05-02,Retail,North
671,40,2025-02-24,Partner,South
672,22,2025-04-24,Partner,South
673,161,2025-03-21,Online,East
674,89,2025-10-15,Partner,South
675,133,2025-10-30,Online,North
676,24,2025-08-07,Partner,West
677,185,2025-10-17,Retail,East
678,131,2025-06-19,Partner,East
679,48,2025-08-12,Online,South
680,184,2025-07-28,Online,East
681,82,2025-05-22,Online,South
682,2,2025-10-04,Retail,North
683,199,2025-07-20,Retail,South
684,177,2025-09-21,Online,North
685,138,2025-02-12,Partner,South
686,36,2025-12-05,Retail,South
687,134,2025-11-07,Online,East
688,178,2025-03-21,Online,East
689,99,2025-05-17,Retail,South
690,57,2025-08-15,Retail,East
691,170,2025-11-08,Retail,West
692,70,2025-08-18,Online,South
693,29,2025-06-02,Online,South
694,26,2025-07-01,Online,East
695,48,2025-10-25,Partner,East
696,110,2025-07-31,Online,North
697,121,2025-04-07,Online,South
698,91,2025-07-14,Partner,West
699,190,2026-02-01,Retail,West
700,161,2026-01-23,Partner,East
701,74,2025-04-07,Online,East
702,78,2025-10-17,Retail,South
703,13,2025-06-18,Online,West
704,111,2025-12-06,Online,West
705,67,2025-07-14,Partner,West
706,65,2025-04-20,Retail,North
707,178,2025-07-20,Partner,West
708,132,2025-08-20,Online,West
709,119,2025-11-02,Retail,South
710,86,2025-12-11,Online,West
711,125,2025-12-26,Partner,North
712,134,2025-03-31,Online,North
713,101,2025-03-10,Online,West
714,44,2025-10-29,Partner,North
715,31,2025-11-25,Retail,South
716,100,2025-10-30,Online,North
717,72,2026-01-13,Retail,East
718,156,2026-01-13,Online,West
719,18,2025-03-05,Online,North
720,27,2025-05-10,Partner,East
721,97,2025-04-19,Partner,North
722,136,2025-05-19,Online,South
723,93,2025-09-06,Partner,South
724,159,2025-11-23,Online,South
725,75,2025-06-18,Retail,West
726,137,2025-12-01,Online,West
727,188,2025-07-28,Partner,South
728,154,2025-12-20,Online,East
729,111,2025-10-12,Retail,North
730,137,2025-12-18,Retail,South
731,151,2025-02-15,Online,East
732,123,2026-01-12,Online,South
733,57,2025-09-25,Partner,West
734,181,2025-12-25,Retail,West
735,60,2025-07-16,Partner,North
736,10,2025-06-10,Partner,East
737,99,2025-09-25,Online,North
738,196,2025-08-07,Online,West
739,28,2025-11-20,Retail,West
740,87,2025-11-29,Retail,South
741,92,2025-10-13,Partner,North
742,159,2026-01-11,Online,North
743,113,2025-12-03,Retail,South
744,147,2025-08-19,Partner,East
745,7,2025-07-27,Partner,West
746,152,2025-02-23,Online,North
747,169,2025-04-27,Retail,South
748,162,2025-11-17,Partner,East
749,178,2025-06-13,Retail,East
750,146,2025-04-15,Partner,North
751,47,2025-09-30,Online,North
752,191,2025-04-02,Online,South
753,87,2025-08-01,Partner,South
754,105,2025-12-29,Retail,East
755,98,2025-07-24,Retail,North
756,189,2025-05-28,Retail,West
757,53,2025-11-19,Partner,North
758,138,2025-05-20,Online,East
759,110,2025-09-25,Partner,North
760,91,2025-03-22,Partner,North
761,117,2025-12-29,Partner,South
762,163,2025-12-28,Online,North
763,188,2025-10-22,Retail,North
764,143,2025-12-19,Online,North
765,162,2025-12-05,Online,West
766,194,2025-07-07,Retail,East
767,126,2025-12-14,Retail,North
768,16,2025-11-24,Retail,West
769,79,2025-09-27,Retail,North
770,17,2026-01-11,Online,North
771,188,2025-06-17,Online,South
772,125,2025-03-03,Online,West
773,22,2025-03-21,Online,East
774,39,2025-03-30,Partner,East
775,71,2025-10-02,Online,South
776,130,2025-06-15,Retail,South
777,165,2025-07-19,Retail,North
778,152,2025-06-17,Online,North
779,154,2025-09-06,Online,West
780,182,2025-10-15,Partner,South
781,194,2025-02-16,Online,South
782,125,2025-04-22,Partner,East
783,158,2026-02-10,Retail,West
784,80,2026-02-04,Online,North
785,160,2025-10-07,Partner,North
786,89,2025-12-28,Online,North
787,20,2025-12-10,Online,South
788,85,2025-12-01,Partner,West
789,109,2026-01-16,Retail,West
790,136,2025-03-22,Partner,North
791,176,2025-04-12,Partner,East
792,98,2025-08-20,Online,South
793,65,2025-10-25,Online,West
794,12,2026-02-01,Partner,West
795,27,2025-03-01,Retail,South
796,86,2026-01-20,Retail,North
797,105,2025-05-09,Partner,South
798,47,2025-03-26,Online,West
799,46,2025-07-02,Online,West
800,116,2025-12-30,Partner,North
801,146,2025-05-28,Partner,East
802,67,2025-06-01,Retail,West
803,122,2025-04-22,Retail,West
804,86,2025-08-01,Partner,South
805,158,2025-10-01,Partner,East
806,199,2025-06-27,Partner,East
807,102,2025-05-05,Retail,South
808,112,2025-03-28,Partner,North
809,176,2025-08-30,Partner,North
810,153,2025-08-30,Partner,South
811,157,2025-12-13,Retail,South
812,168,2025-05-13,Retail,North
813,89,2026-01-27,Partner,South
814,109,2025-06-22,Partner,South
815,67,2025-05-22,Partner,East
816,139,2025-06-26,Online,West
817,45,2025-03-25,Partner,South
818,63,2025-11-05,Partner,East
819,156,2026-01-02,Online,East
820,158,2025-10-31,Partner,North
821,71,2026-01-28,Online,West
822,182,2025-07-26,Online,South
823,54,2025-11-09,Partner,North
824,116,2026-01-21,Retail,South
825,193,2025-07-05,Partner,East
826,55,2025-04-07,Partner,West
827,108,2025-12-13,Retail,West
828,194,2025-10-05,Retail,East
829,168,2025-05-09,Partner,South
830,43,2025-11-28,Partner,East
831,142,2025-10-29,Online,North
832,114,2025-06-13,Online,East
833,184,2025-11-12,Online,South
834,195,2025-12-03,Online,North
835,182,2025-10-19,Online,West
836,7,2025-06-03,Retail,West
837,38,2025-12-18,Retail,East
838,104,2025-10-12,Partner,North
